IQSBin,RX,1,0,30,RX,2228.52,1/1000,None
IQSBin,RX,4,0,30,RX,571.618,1/1000,None
IQSBin,RX,16,0,30,RX,208.975,1/1000,None
IQSBin,RX,32,0,30,RX,161.296,1/1000,None
IQSBin,RX,1,1,30,RX,2161.39,1/1000,None
IQSBin,RX,4,1,30,RX,553.715,1/1000,None
IQSBin,RX,16,1,30,RX,206.219,1/1000,None
IQSBin,RX,32,1,30,RX,161.282,1/1000,None
IQSBin,RX,1,2,30,RX,2442.65,1/1000,None
IQSBin,RX,4,2,30,RX,635.673,1/1000,None
IQSBin,RX,16,2,30,RX,219.574,1/1000,None
IQSBin,RX,32,2,30,RX,166.442,1/1000,None
IQSBin,RX,1,3,30,RX,2371.6,1/1000,None
IQSBin,RX,4,3,30,RX,609.827,1/1000,None
IQSBin,RX,16,3,30,RX,217.412,1/1000,None
IQSBin,RX,32,3,30,RX,166.823,1/1000,None
IQSBin,RX,1,4,30,RX,2122.25,1/1000,None
IQSBin,RX,4,4,30,RX,552.959,1/1000,None
IQSBin,RX,16,4,30,RX,203.785,1/1000,None
IQSBin,RX,32,4,30,RX,159.295,1/1000,None
IQSBin,RX,1,5,30,RX,2044.54,1/1000,None
IQSBin,RX,4,5,30,RX,533.66,1/1000,None
IQSBin,RX,16,5,30,RX,199.926,1/1000,None
IQSBin,RX,32,5,30,RX,158.902,1/1000,None
IQSBin,RX,1,6,30,RX,2002.29,1/1000,None
IQSBin,RX,4,6,30,RX,523.185,1/1000,None
IQSBin,RX,16,6,30,RX,199.215,1/1000,None
IQSBin,RX,32,6,30,RX,159.016,1/1000,None
IQSBin,RX,1,7,30,RX,2164.46,1/1000,None
IQSBin,RX,4,7,30,RX,553.364,1/1000,None
IQSBin,RX,16,7,30,RX,202.427,1/1000,None
IQSBin,RX,32,7,30,RX,159.721,1/1000,None
IQSBin,RX,1,8,30,RX,1688.4,1/1000,None
IQSBin,RX,4,8,30,RX,443.691,1/1000,None
IQSBin,RX,16,8,30,RX,183.852,1/1000,None
IQSBin,RX,32,8,30,RX,152.792,1/1000,None
IQSBin,RX,1,9,30,RX,1573,1/1000,None
IQSBin,RX,4,9,30,RX,415.468,1/1000,None
IQSBin,RX,16,9,30,RX,179.205,1/1000,None
IQSBin,RX,32,9,30,RX,153.441,1/1000,None
IQSBin,RX,1,10,30,RX,1524.08,1/1000,None
