IQSBin,CNOT,1,0,1,30,CNOT,1955.57,1/1000,None
IQSBin,CNOT,4,0,1,30,CNOT,505.803,1/1000,None
IQSBin,CNOT,16,0,1,30,CNOT,197.421,1/1000,None
IQSBin,CNOT,32,0,1,30,CNOT,158.072,1/1000,None
IQSBin,CNOT,1,0,2,30,CNOT,2219.58,1/1000,None
IQSBin,CNOT,4,0,2,30,CNOT,577.324,1/1000,None
IQSBin,CNOT,16,0,2,30,CNOT,209.904,1/1000,None
IQSBin,CNOT,32,0,2,30,CNOT,163.786,1/1000,None
IQSBin,CNOT,1,0,3,30,CNOT,2151.26,1/1000,None
IQSBin,CNOT,4,0,3,30,CNOT,551.486,1/1000,None
IQSBin,CNOT,16,0,3,30,CNOT,206.796,1/1000,None
IQSBin,CNOT,32,0,3,30,CNOT,160.659,1/1000,None
IQSBin,CNOT,1,0,4,30,CNOT,2104.33,1/1000,None
IQSBin,CNOT,4,0,4,30,CNOT,547.729,1/1000,None
IQSBin,CNOT,16,0,4,30,CNOT,204.423,1/1000,None
IQSBin,CNOT,32,0,4,30,CNOT,159.923,1/1000,None
IQSBin,CNOT,1,0,5,30,CNOT,1902.33,1/1000,None
IQSBin,CNOT,4,0,5,30,CNOT,496.842,1/1000,None
IQSBin,CNOT,16,0,5,30,CNOT,194.823,1/1000,None
IQSBin,CNOT,32,0,5,30,CNOT,155.31,1/1000,None
IQSBin,CNOT,1,0,6,30,CNOT,1879.64,1/1000,None
IQSBin,CNOT,4,0,6,30,CNOT,492.935,1/1000,None
IQSBin,CNOT,16,0,6,30,CNOT,195.096,1/1000,None
IQSBin,CNOT,32,0,6,30,CNOT,155.99,1/1000,None
IQSBin,CNOT,1,0,7,30,CNOT,1960.95,1/1000,None
IQSBin,CNOT,4,0,7,30,CNOT,513.716,1/1000,None
IQSBin,CNOT,16,0,7,30,CNOT,195.898,1/1000,None
IQSBin,CNOT,32,0,7,30,CNOT,171.472,1/1000,None
IQSBin,CNOT,1,0,8,30,CNOT,1502.26,1/1000,None
IQSBin,CNOT,4,0,8,30,CNOT,402.856,1/1000,None
IQSBin,CNOT,16,0,8,30,CNOT,178.466,1/1000,None
IQSBin,CNOT,32,0,8,30,CNOT,151.907,1/1000,None
IQSBin,CNOT,1,0,9,30,CNOT,1447.9,1/1000,None
IQSBin,CNOT,4,0,9,30,CNOT,388.293,1/1000,None
IQSBin,CNOT,16,0,9,30,CNOT,174.691,1/1000,None
IQSBin,CNOT,32,0,9,30,CNOT,154.318,1/1000,None
IQSBin,CNOT,1,0,10,30,CNOT,1418.56,1/1000,None
IQSBin,CNOT,4,0,10,30,CNOT,383.909,1/1000,None
IQSBin,CNOT,16,0,10,30,CNOT,173.759,1/1000,None
IQSBin,CNOT,32,0,10,30,CNOT,155.522,1/1000,None
IQSBin,CNOT,1,0,11,30,CNOT,1440.49,1/1000,None
IQSBin,CNOT,4,0,11,30,CNOT,391.745,1/1000,None
IQSBin,CNOT,16,0,11,30,CNOT,174,1/1000,None
IQSBin,CNOT,32,0,11,30,CNOT,158.816,1/1000,None
IQSBin,CNOT,1,0,12,30,CNOT,1627.72,1/1000,None
IQSBin,CNOT,4,0,12,30,CNOT,440.712,1/1000,None
IQSBin,CNOT,16,0,12,30,CNOT,188.467,1/1000,None
IQSBin,CNOT,32,0,12,30,CNOT,163.239,1/1000,None
IQSBin,CNOT,1,0,13,30,CNOT,1494.09,1/1000,None
IQSBin,CNOT,4,0,13,30,CNOT,402.236,1/1000,None
IQSBin,CNOT,16,0,13,30,CNOT,178.409,1/1000,None
IQSBin,CNOT,32,0,13,30,CNOT,155.275,1/1000,None
IQSBin,CNOT,1,0,14,30,CNOT,1623.48,1/1000,None
IQSBin,CNOT,4,0,14,30,CNOT,434.59,1/1000,None
IQSBin,CNOT,16,0,14,30,CNOT,188.241,1/1000,None
IQSBin,CNOT,32,0,14,30,CNOT,162.264,1/1000,None
IQSBin,CNOT,1,0,15,30,CNOT,1621.49,1/1000,None
IQSBin,CNOT,4,0,15,30,CNOT,434.017,1/1000,None
IQSBin,CNOT,16,0,15,30,CNOT,188.661,1/1000,None
IQSBin,CNOT,32,0,15,30,CNOT,162.681,1/1000,None
IQSBin,CNOT,1,0,16,30,CNOT,1622.52,1/1000,None
IQSBin,CNOT,4,0,16,30,CNOT,433.876,1/1000,None
IQSBin,CNOT,16,0,16,30,CNOT,187.914,1/1000,None
IQSBin,CNOT,32,0,16,30,CNOT,162.514,1/1000,None
IQSBin,CNOT,1,0,17,30,CNOT,1467.09,1/1000,None
IQSBin,CNOT,4,0,17,30,CNOT,438,1/1000,None
IQSBin,CNOT,16,0,17,30,CNOT,186.883,1/1000,None
IQSBin,CNOT,32,0,17,30,CNOT,158.013,1/1000,None
IQSBin,CNOT,1,0,18,30,CNOT,1465.32,1/1000,None
IQSBin,CNOT,4,0,18,30,CNOT,399.003,1/1000,None
IQSBin,CNOT,16,0,18,30,CNOT,179.645,1/1000,None
IQSBin,CNOT,32,0,18,30,CNOT,154.744,1/1000,None
IQSBin,CNOT,1,0,19,30,CNOT,1464.01,1/1000,None
IQSBin,CNOT,4,0,19,30,CNOT,397.101,1/1000,None
IQSBin,CNOT,16,0,19,30,CNOT,179.593,1/1000,None
IQSBin,CNOT,32,0,19,30,CNOT,154.683,1/1000,None
IQSBin,CNOT,1,0,20,30,CNOT,1465.75,1/1000,None
IQSBin,CNOT,4,0,20,30,CNOT,396.486,1/1000,None
IQSBin,CNOT,16,0,20,30,CNOT,179.618,1/1000,None
IQSBin,CNOT,32,0,20,30,CNOT,154.898,1/1000,None
IQSBin,CNOT,1,0,21,30,CNOT,1464.75,1/1000,None
IQSBin,CNOT,4,0,21,30,CNOT,397.028,1/1000,None
IQSBin,CNOT,16,0,21,30,CNOT,179.793,1/1000,None
IQSBin,CNOT,32,0,21,30,CNOT,154.735,1/1000,None
IQSBin,CNOT,1,0,22,30,CNOT,1466.5,1/1000,None
IQSBin,CNOT,4,0,22,30,CNOT,398.799,1/1000,None
IQSBin,CNOT,16,0,22,30,CNOT,179.66,1/1000,None
IQSBin,CNOT,32,0,22,30,CNOT,154.998,1/1000,None
IQSBin,CNOT,1,0,23,30,CNOT,1467.51,1/1000,None
IQSBin,CNOT,4,0,23,30,CNOT,397.843,1/1000,None
IQSBin,CNOT,16,0,23,30,CNOT,179.741,1/1000,None
IQSBin,CNOT,32,0,23,30,CNOT,154.711,1/1000,None
IQSBin,CNOT,1,0,24,30,CNOT,1466.63,1/1000,None
IQSBin,CNOT,4,0,24,30,CNOT,397.021,1/1000,None
IQSBin,CNOT,16,0,24,30,CNOT,179.326,1/1000,None
IQSBin,CNOT,32,0,24,30,CNOT,154.892,1/1000,None
IQSBin,CNOT,1,0,25,30,CNOT,1467.88,1/1000,None
IQSBin,CNOT,4,0,25,30,CNOT,396.747,1/1000,None
IQSBin,CNOT,16,0,25,30,CNOT,179.312,1/1000,None
IQSBin,CNOT,32,0,25,30,CNOT,154.945,1/1000,None
IQSBin,CNOT,1,0,26,30,CNOT,1466.89,1/1000,None
