sim,gate,omp,ctrl,tgt,qubits,gate_name,t_avg,t_ratio,kernel
LightningOMPBinStream,RX,1,0,30,RX,1436.16,1/1000,AVX512
LightningOMPBinStream,RX,4,0,30,RX,382.041,1/1000,AVX512
LightningOMPBinStream,RX,16,0,30,RX,156.271,1/1000,AVX512
LightningOMPBinStream,RX,32,0,30,RX,151.632,1/1000,AVX512
LightningOMPBinStream,RX,1,1,30,RX,1391.14,1/1000,AVX512
LightningOMPBinStream,RX,4,1,30,RX,390.183,1/1000,AVX512
LightningOMPBinStream,RX,16,1,30,RX,155.534,1/1000,AVX512
LightningOMPBinStream,RX,32,1,30,RX,151.9,1/1000,AVX512
LightningOMPBinStream,RX,1,2,30,RX,1386.69,1/1000,AVX512
LightningOMPBinStream,RX,4,2,30,RX,380.479,1/1000,AVX512
LightningOMPBinStream,RX,16,2,30,RX,155.729,1/1000,AVX512
LightningOMPBinStream,RX,32,2,30,RX,152.068,1/1000,AVX512
LightningOMPBinStream,RX,1,3,30,RX,1420.54,1/1000,AVX512
LightningOMPBinStream,RX,4,3,30,RX,381.048,1/1000,AVX512
LightningOMPBinStream,RX,16,3,30,RX,155.828,1/1000,AVX512
LightningOMPBinStream,RX,32,3,30,RX,152.241,1/1000,AVX512
LightningOMPBinStream,RX,1,4,30,RX,1431.56,1/1000,AVX512
LightningOMPBinStream,RX,4,4,30,RX,382.058,1/1000,AVX512
LightningOMPBinStream,RX,16,4,30,RX,156.988,1/1000,AVX512
LightningOMPBinStream,RX,32,4,30,RX,152.415,1/1000,AVX512
LightningOMPBinStream,RX,1,5,30,RX,1466.11,1/1000,AVX512
LightningOMPBinStream,RX,4,5,30,RX,381.371,1/1000,AVX512
LightningOMPBinStream,RX,16,5,30,RX,156.637,1/1000,AVX512
LightningOMPBinStream,RX,32,5,30,RX,152.234,1/1000,AVX512
LightningOMPBinStream,RX,1,6,30,RX,1430.5,1/1000,AVX512
LightningOMPBinStream,RX,4,6,30,RX,381.361,1/1000,AVX512
LightningOMPBinStream,RX,16,6,30,RX,156.749,1/1000,AVX512
LightningOMPBinStream,RX,32,6,30,RX,152.26,1/1000,AVX512
LightningOMPBinStream,RX,1,7,30,RX,1386.77,1/1000,AVX512
LightningOMPBinStream,RX,4,7,30,RX,389.448,1/1000,AVX512
LightningOMPBinStream,RX,16,7,30,RX,155.598,1/1000,AVX512
LightningOMPBinStream,RX,32,7,30,RX,153.678,1/1000,AVX512
LightningOMPBinStream,RX,1,8,30,RX,1386.79,1/1000,AVX512
LightningOMPBinStream,RX,4,8,30,RX,380.67,1/1000,AVX512
LightningOMPBinStream,RX,16,8,30,RX,155.544,1/1000,AVX512
LightningOMPBinStream,RX,32,8,30,RX,152.129,1/1000,AVX512
LightningOMPBinStream,RX,1,9,30,RX,1466.07,1/1000,AVX512
LightningOMPBinStream,RX,4,9,30,RX,380.534,1/1000,AVX512
LightningOMPBinStream,RX,16,9,30,RX,155.741,1/1000,AVX512
LightningOMPBinStream,RX,32,9,30,RX,152.171,1/1000,AVX512
LightningOMPBinStream,RX,1,10,30,RX,1431.01,1/1000,AVX512
LightningOMPBinStream,RX,4,10,30,RX,381.402,1/1000,AVX512
LightningOMPBinStream,RX,16,10,30,RX,156.64,1/1000,AVX512
LightningOMPBinStream,RX,32,10,30,RX,152.237,1/1000,AVX512
LightningOMPBinStream,RX,1,11,30,RX,1434.15,1/1000,AVX512
LightningOMPBinStream,RX,4,11,30,RX,381.441,1/1000,AVX512
LightningOMPBinStream,RX,16,11,30,RX,156.658,1/1000,AVX512
LightningOMPBinStream,RX,32,11,30,RX,152.154,1/1000,AVX512
LightningOMPBinStream,RX,1,12,30,RX,1469.04,1/1000,AVX512
LightningOMPBinStream,RX,4,12,30,RX,394.378,1/1000,AVX512
LightningOMPBinStream,RX,16,12,30,RX,171.887,1/1000,AVX512
LightningOMPBinStream,RX,32,12,30,RX,152.335,1/1000,AVX512
LightningOMPBinStream,RX,1,13,30,RX,1448.98,1/1000,AVX512
LightningOMPBinStream,RX,4,13,30,RX,401.07,1/1000,AVX512
LightningOMPBinStream,RX,16,13,30,RX,172.765,1/1000,AVX512
LightningOMPBinStream,RX,32,13,30,RX,165.071,1/1000,AVX512
LightningOMPBinStream,RX,1,14,30,RX,1495.19,1/1000,AVX512
LightningOMPBinStream,RX,4,14,30,RX,393.938,1/1000,AVX512
LightningOMPBinStream,RX,16,14,30,RX,172.407,1/1000,AVX512
LightningOMPBinStream,RX,32,14,30,RX,164.668,1/1000,AVX512
LightningOMPBinStream,RX,1,15,30,RX,1501.97,1/1000,AVX512
LightningOMPBinStream,RX,4,15,30,RX,401.667,1/1000,AVX512
LightningOMPBinStream,RX,16,15,30,RX,173.615,1/1000,AVX512
LightningOMPBinStream,RX,32,15,30,RX,166.869,1/1000,AVX512
LightningOMPBinStream,RX,1,16,30,RX,1389.28,1/1000,AVX512
LightningOMPBinStream,RX,4,16,30,RX,377.869,1/1000,AVX512
LightningOMPBinStream,RX,16,16,30,RX,151.533,1/1000,AVX512
LightningOMPBinStream,RX,32,16,30,RX,148.536,1/1000,AVX512
LightningOMPBinStream,RX,1,17,30,RX,1460.28,1/1000,AVX512
LightningOMPBinStream,RX,4,17,30,RX,399.706,1/1000,AVX512
LightningOMPBinStream,RX,16,17,30,RX,170.711,1/1000,AVX512
LightningOMPBinStream,RX,32,17,30,RX,163.222,1/1000,AVX512
LightningOMPBinStream,RX,1,18,30,RX,1436.48,1/1000,AVX512
LightningOMPBinStream,RX,4,18,30,RX,383.11,1/1000,AVX512
LightningOMPBinStream,RX,16,18,30,RX,157.834,1/1000,AVX512
LightningOMPBinStream,RX,32,18,30,RX,155.081,1/1000,AVX512
LightningOMPBinStream,RX,1,19,30,RX,1422.37,1/1000,AVX512
LightningOMPBinStream,RX,4,19,30,RX,386.007,1/1000,AVX512
LightningOMPBinStream,RX,16,19,30,RX,153.583,1/1000,AVX512
LightningOMPBinStream,RX,32,19,30,RX,152.069,1/1000,AVX512
LightningOMPBinStream,RX,1,20,30,RX,1430.88,1/1000,AVX512
LightningOMPBinStream,RX,4,20,30,RX,390.285,1/1000,AVX512
LightningOMPBinStream,RX,16,20,30,RX,155.588,1/1000,AVX512
LightningOMPBinStream,RX,32,20,30,RX,154.608,1/1000,AVX512
LightningOMPBinStream,RX,1,21,30,RX,1444.64,1/1000,AVX512
LightningOMPBinStream,RX,4,21,30,RX,391.653,1/1000,AVX512
LightningOMPBinStream,RX,16,21,30,RX,156.802,1/1000,AVX512
LightningOMPBinStream,RX,32,21,30,RX,152.414,1/1000,AVX512
LightningOMPBinStream,RX,1,22,30,RX,1646.79,1/1000,AVX512
LightningOMPBinStream,RX,4,22,30,RX,443.07,1/1000,AVX512
LightningOMPBinStream,RX,16,22,30,RX,165.101,1/1000,AVX512
LightningOMPBinStream,RX,32,22,30,RX,152.528,1/1000,AVX512
LightningOMPBinStream,RX,1,23,30,RX,1611.35,1/1000,AVX512
LightningOMPBinStream,RX,4,23,30,RX,437.601,1/1000,AVX512
LightningOMPBinStream,RX,16,23,30,RX,164.67,1/1000,AVX512
LightningOMPBinStream,RX,32,23,30,RX,150.928,1/1000,AVX512
LightningOMPBinStream,RX,1,24,30,RX,1700.61,1/1000,AVX512
LightningOMPBinStream,RX,4,24,30,RX,445.12,1/1000,AVX512
LightningOMPBinStream,RX,16,24,30,RX,161.754,1/1000,AVX512
LightningOMPBinStream,RX,32,24,30,RX,148.274,1/1000,AVX512
LightningOMPBinStream,RX,1,25,30,RX,1685.71,1/1000,AVX512
LightningOMPBinStream,RX,4,25,30,RX,448.459,1/1000,AVX512
LightningOMPBinStream,RX,16,25,30,RX,162.416,1/1000,AVX512
LightningOMPBinStream,RX,32,25,30,RX,148.144,1/1000,AVX512
LightningOMPBinStream,RX,1,26,30,RX,1643.22,1/1000,AVX512
LightningOMPBinStream,RX,4,26,30,RX,437.859,1/1000,AVX512
LightningOMPBinStream,RX,16,26,30,RX,161.619,1/1000,AVX512
LightningOMPBinStream,RX,32,26,30,RX,148.237,1/1000,AVX512
LightningOMPBinStream,RX,1,27,30,RX,1648.41,1/1000,AVX512
LightningOMPBinStream,RX,4,27,30,RX,430.263,1/1000,AVX512
LightningOMPBinStream,RX,16,27,30,RX,163.023,1/1000,AVX512
LightningOMPBinStream,RX,32,27,30,RX,149.955,1/1000,AVX512
LightningOMPBinStream,RX,1,28,30,RX,1743.56,1/1000,AVX512
LightningOMPBinStream,RX,4,28,30,RX,441.556,1/1000,AVX512
LightningOMPBinStream,RX,16,28,30,RX,159.923,1/1000,AVX512
LightningOMPBinStream,RX,32,28,30,RX,148.438,1/1000,AVX512
LightningOMPBinStream,RX,1,29,30,RX,1661.73,1/1000,AVX512
LightningOMPBinStream,RX,4,29,30,RX,441.233,1/1000,AVX512
LightningOMPBinStream,RX,16,29,30,RX,159.733,1/1000,AVX512
LightningOMPBinStream,RX,32,29,30,RX,148.475,1/1000,AVX512
