LightningOMPBin,RX,1,0,30,RX,1487.54,1/1000,LM
LightningOMPBin,RX,4,0,30,RX,410.381,1/1000,LM
LightningOMPBin,RX,16,0,30,RX,182.223,1/1000,LM
LightningOMPBin,RX,32,0,30,RX,154.7,1/1000,LM
LightningOMPBin,RX,1,1,30,RX,1488.66,1/1000,LM
LightningOMPBin,RX,4,1,30,RX,409.77,1/1000,LM
LightningOMPBin,RX,16,1,30,RX,182.233,1/1000,LM
LightningOMPBin,RX,32,1,30,RX,154.798,1/1000,LM
LightningOMPBin,RX,1,2,30,RX,1480.37,1/1000,LM
LightningOMPBin,RX,4,2,30,RX,406.972,1/1000,LM
LightningOMPBin,RX,16,2,30,RX,181.745,1/1000,LM
LightningOMPBin,RX,32,2,30,RX,155.042,1/1000,LM
LightningOMPBin,RX,1,3,30,RX,1476.76,1/1000,LM
LightningOMPBin,RX,4,3,30,RX,406.448,1/1000,LM
LightningOMPBin,RX,16,3,30,RX,181.607,1/1000,LM
LightningOMPBin,RX,32,3,30,RX,155.078,1/1000,LM
LightningOMPBin,RX,1,4,30,RX,1475.58,1/1000,LM
LightningOMPBin,RX,4,4,30,RX,406.904,1/1000,LM
LightningOMPBin,RX,16,4,30,RX,181.674,1/1000,LM
LightningOMPBin,RX,32,4,30,RX,155.216,1/1000,LM
LightningOMPBin,RX,1,5,30,RX,1474.65,1/1000,LM
LightningOMPBin,RX,4,5,30,RX,406.222,1/1000,LM
LightningOMPBin,RX,16,5,30,RX,181.497,1/1000,LM
LightningOMPBin,RX,32,5,30,RX,154.952,1/1000,LM
LightningOMPBin,RX,1,6,30,RX,1476.11,1/1000,LM
LightningOMPBin,RX,4,6,30,RX,406.103,1/1000,LM
LightningOMPBin,RX,16,6,30,RX,181.591,1/1000,LM
LightningOMPBin,RX,32,6,30,RX,155.066,1/1000,LM
LightningOMPBin,RX,1,7,30,RX,1476,1/1000,LM
LightningOMPBin,RX,4,7,30,RX,405.896,1/1000,LM
LightningOMPBin,RX,16,7,30,RX,181.506,1/1000,LM
LightningOMPBin,RX,32,7,30,RX,155.091,1/1000,LM
LightningOMPBin,RX,1,8,30,RX,1473.97,1/1000,LM
LightningOMPBin,RX,4,8,30,RX,406.09,1/1000,LM
LightningOMPBin,RX,16,8,30,RX,181.752,1/1000,LM
