sim,gate,omp,ctrl,tgt,qubits,gate_name,t_avg,t_ratio,kernel
LightningOMPBinStream,CNOT,1,6,5,30,CNOT,693.869,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,5,30,CNOT,192.211,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,5,30,CNOT,79.4457,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,5,30,CNOT,76.1989,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,7,30,CNOT,706.448,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,7,30,CNOT,191.502,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,7,30,CNOT,79.4448,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,7,30,CNOT,76.0534,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,8,30,CNOT,693.271,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,8,30,CNOT,191.871,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,8,30,CNOT,79.4449,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,8,30,CNOT,76.0708,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,9,30,CNOT,720.866,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,9,30,CNOT,191.941,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,9,30,CNOT,79.5183,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,9,30,CNOT,76.0688,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,10,30,CNOT,718.842,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,10,30,CNOT,192.113,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,10,30,CNOT,79.5585,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,10,30,CNOT,76.2046,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,11,30,CNOT,719.391,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,11,30,CNOT,190.912,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,11,30,CNOT,79.418,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,11,30,CNOT,76.1883,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,12,30,CNOT,706.434,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,12,30,CNOT,191.975,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,12,30,CNOT,79.467,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,12,30,CNOT,76.1583,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,13,30,CNOT,738.04,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,13,30,CNOT,201.101,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,13,30,CNOT,87.2389,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,13,30,CNOT,82.5044,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,14,30,CNOT,734.842,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,14,30,CNOT,201.045,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,14,30,CNOT,87.3568,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,14,30,CNOT,82.3099,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,15,30,CNOT,753.223,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,15,30,CNOT,201.86,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,15,30,CNOT,87.1841,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,15,30,CNOT,82.4397,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,16,30,CNOT,695.004,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,16,30,CNOT,189.869,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,16,30,CNOT,77.4376,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,16,30,CNOT,74.268,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,17,30,CNOT,737.169,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,17,30,CNOT,200.649,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,17,30,CNOT,86.5261,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,17,30,CNOT,81.5452,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,18,30,CNOT,721.303,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,18,30,CNOT,192.435,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,18,30,CNOT,79.6423,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,18,30,CNOT,77.6554,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,19,30,CNOT,698.206,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,19,30,CNOT,193.563,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,19,30,CNOT,77.759,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,19,30,CNOT,75.838,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,20,30,CNOT,722.84,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,20,30,CNOT,195.852,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,20,30,CNOT,78.5835,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,20,30,CNOT,76.9405,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,21,30,CNOT,729.43,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,21,30,CNOT,197.772,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,21,30,CNOT,79.6095,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,21,30,CNOT,76.7693,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,22,30,CNOT,822.475,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,22,30,CNOT,221.01,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,22,30,CNOT,83.7093,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,22,30,CNOT,76.1032,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,23,30,CNOT,831.173,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,23,30,CNOT,219.054,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,23,30,CNOT,83.8957,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,23,30,CNOT,75.5894,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,24,30,CNOT,833.937,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,24,30,CNOT,222.915,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,24,30,CNOT,82.0235,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,24,30,CNOT,74.6581,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,25,30,CNOT,856.234,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,25,30,CNOT,224.273,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,25,30,CNOT,81.8595,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,25,30,CNOT,74.5984,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,26,30,CNOT,864.309,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,26,30,CNOT,219.481,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,26,30,CNOT,81.8719,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,26,30,CNOT,74.5717,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,27,30,CNOT,782.572,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,27,30,CNOT,207.604,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,27,30,CNOT,82.3595,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,27,30,CNOT,75.1813,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,28,30,CNOT,819.15,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,28,30,CNOT,217.619,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,28,30,CNOT,83.5428,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,28,30,CNOT,74.382,1/1000,AVX512
LightningOMPBinStream,CNOT,1,6,29,30,CNOT,831.154,1/1000,AVX512
LightningOMPBinStream,CNOT,4,6,29,30,CNOT,217.624,1/1000,AVX512
LightningOMPBinStream,CNOT,16,6,29,30,CNOT,83.4788,1/1000,AVX512
LightningOMPBinStream,CNOT,32,6,29,30,CNOT,74.3128,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,0,30,CNOT,748.183,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,0,30,CNOT,191.898,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,0,30,CNOT,79.3604,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,0,30,CNOT,75.9247,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,1,30,CNOT,694.569,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,1,30,CNOT,188.481,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,1,30,CNOT,79.5743,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,1,30,CNOT,76.014,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,2,30,CNOT,692.927,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,2,30,CNOT,191.68,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,2,30,CNOT,79.3891,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,2,30,CNOT,76.0551,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,3,30,CNOT,705.997,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,3,30,CNOT,191.852,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,3,30,CNOT,79.4797,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,3,30,CNOT,76.1587,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,4,30,CNOT,700.546,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,4,30,CNOT,191.845,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,4,30,CNOT,79.5535,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,4,30,CNOT,76.1595,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,5,30,CNOT,721.282,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,5,30,CNOT,192.056,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,5,30,CNOT,79.5023,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,5,30,CNOT,76.1785,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,6,30,CNOT,705.294,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,6,30,CNOT,191.901,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,6,30,CNOT,79.4859,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,6,30,CNOT,76.0837,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,8,30,CNOT,767.611,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,8,30,CNOT,188.44,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,8,30,CNOT,79.376,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,8,30,CNOT,76.1122,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,9,30,CNOT,693.39,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,9,30,CNOT,191.948,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,9,30,CNOT,79.5189,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,9,30,CNOT,76.1588,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,10,30,CNOT,693.494,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,10,30,CNOT,191.893,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,10,30,CNOT,79.4846,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,10,30,CNOT,76.2336,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,11,30,CNOT,700.174,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,11,30,CNOT,191.903,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,11,30,CNOT,79.524,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,11,30,CNOT,76.0749,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,12,30,CNOT,736.193,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,12,30,CNOT,197.918,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,12,30,CNOT,87.0821,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,12,30,CNOT,82.3226,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,13,30,CNOT,749.307,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,13,30,CNOT,201.234,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,13,30,CNOT,87.1744,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,13,30,CNOT,82.5239,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,14,30,CNOT,727.283,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,14,30,CNOT,198.147,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,14,30,CNOT,87.4498,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,14,30,CNOT,82.3329,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,15,30,CNOT,736.647,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,15,30,CNOT,205.72,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,15,30,CNOT,86.8663,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,15,30,CNOT,82.4169,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,16,30,CNOT,722.528,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,16,30,CNOT,190.091,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,16,30,CNOT,77.4388,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,16,30,CNOT,74.2578,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,17,30,CNOT,736.611,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,17,30,CNOT,200.636,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,17,30,CNOT,86.5332,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,17,30,CNOT,81.5271,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,18,30,CNOT,714.836,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,18,30,CNOT,198.44,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,18,30,CNOT,79.4662,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,18,30,CNOT,77.5266,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,19,30,CNOT,704.835,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,19,30,CNOT,189.777,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,19,30,CNOT,77.8098,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,19,30,CNOT,75.8442,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,20,30,CNOT,733.562,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,20,30,CNOT,198.061,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,20,30,CNOT,78.3827,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,20,30,CNOT,76.9069,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,21,30,CNOT,713.648,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,21,30,CNOT,197.642,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,21,30,CNOT,79.6009,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,21,30,CNOT,76.7866,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,22,30,CNOT,857.352,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,22,30,CNOT,226.202,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,22,30,CNOT,81.4238,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,22,30,CNOT,76.0511,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,23,30,CNOT,804.126,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,23,30,CNOT,224.267,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,23,30,CNOT,82.053,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,23,30,CNOT,75.5599,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,24,30,CNOT,863.328,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,24,30,CNOT,227.971,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,24,30,CNOT,81.836,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,24,30,CNOT,74.616,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,25,30,CNOT,839.384,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,25,30,CNOT,224.336,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,25,30,CNOT,81.6792,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,25,30,CNOT,74.5361,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,26,30,CNOT,812.492,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,26,30,CNOT,219.484,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,26,30,CNOT,81.8508,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,26,30,CNOT,74.5406,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,27,30,CNOT,816.317,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,27,30,CNOT,212.496,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,27,30,CNOT,79.9662,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,27,30,CNOT,75.1714,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,28,30,CNOT,830,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,28,30,CNOT,222.467,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,28,30,CNOT,83.0205,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,28,30,CNOT,74.324,1/1000,AVX512
LightningOMPBinStream,CNOT,1,7,29,30,CNOT,829.944,1/1000,AVX512
LightningOMPBinStream,CNOT,4,7,29,30,CNOT,219.917,1/1000,AVX512
LightningOMPBinStream,CNOT,16,7,29,30,CNOT,82.9589,1/1000,AVX512
LightningOMPBinStream,CNOT,32,7,29,30,CNOT,74.328,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,0,30,CNOT,698.205,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,0,30,CNOT,197.556,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,0,30,CNOT,78.487,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,0,30,CNOT,75.8408,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,1,30,CNOT,722.34,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,1,30,CNOT,192.232,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,1,30,CNOT,79.5586,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,1,30,CNOT,76.0325,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,2,30,CNOT,736.944,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,2,30,CNOT,190.331,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,2,30,CNOT,78.8183,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,2,30,CNOT,76.1169,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,3,30,CNOT,705.742,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,3,30,CNOT,191.762,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,3,30,CNOT,79.5117,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,3,30,CNOT,75.9789,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,4,30,CNOT,692.579,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,4,30,CNOT,192.12,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,4,30,CNOT,79.6348,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,4,30,CNOT,76.1501,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,5,30,CNOT,706.413,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,5,30,CNOT,191.866,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,5,30,CNOT,79.4896,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,5,30,CNOT,76.1177,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,6,30,CNOT,692.048,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,6,30,CNOT,192.003,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,6,30,CNOT,79.4889,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,6,30,CNOT,76.1431,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,7,30,CNOT,719.606,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,7,30,CNOT,192.031,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,7,30,CNOT,79.3995,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,7,30,CNOT,76.1881,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,9,30,CNOT,692.354,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,9,30,CNOT,188.299,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,9,30,CNOT,79.5068,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,9,30,CNOT,76.0513,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,10,30,CNOT,713.612,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,10,30,CNOT,197.139,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,10,30,CNOT,78.8815,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,10,30,CNOT,76.2534,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,11,30,CNOT,720.632,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,11,30,CNOT,191.938,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,11,30,CNOT,79.1428,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,11,30,CNOT,76.1397,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,12,30,CNOT,763.762,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,12,30,CNOT,202.945,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,12,30,CNOT,86.6091,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,12,30,CNOT,76.103,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,13,30,CNOT,737.641,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,13,30,CNOT,201.318,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,13,30,CNOT,87.125,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,13,30,CNOT,82.4531,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,14,30,CNOT,766.426,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,14,30,CNOT,203.581,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,14,30,CNOT,87.0809,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,14,30,CNOT,82.2974,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,15,30,CNOT,753.066,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,15,30,CNOT,201.935,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,15,30,CNOT,87.223,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,15,30,CNOT,82.4814,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,16,30,CNOT,718.883,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,16,30,CNOT,190.06,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,16,30,CNOT,77.4681,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,16,30,CNOT,74.2484,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,17,30,CNOT,793.776,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,17,30,CNOT,200.559,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,17,30,CNOT,86.5909,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,17,30,CNOT,81.5269,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,18,30,CNOT,698.823,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,18,30,CNOT,198.631,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,18,30,CNOT,79.4185,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,18,30,CNOT,77.5551,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,19,30,CNOT,727.204,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,19,30,CNOT,193.513,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,19,30,CNOT,77.8365,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,19,30,CNOT,75.8459,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,20,30,CNOT,709.771,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,20,30,CNOT,195.716,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,20,30,CNOT,78.6255,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,20,30,CNOT,76.9857,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,21,30,CNOT,758.321,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,21,30,CNOT,197.051,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,21,30,CNOT,79.4182,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,21,30,CNOT,76.7873,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,22,30,CNOT,832.472,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,22,30,CNOT,225.372,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,22,30,CNOT,81.3789,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,22,30,CNOT,76.0851,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,23,30,CNOT,830.976,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,23,30,CNOT,219.075,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,23,30,CNOT,83.8746,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,23,30,CNOT,75.5817,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,24,30,CNOT,838.382,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,24,30,CNOT,223.318,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,24,30,CNOT,82.05,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,24,30,CNOT,74.6363,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,25,30,CNOT,869.906,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,25,30,CNOT,228.889,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,25,30,CNOT,81.6732,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,25,30,CNOT,74.6435,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,26,30,CNOT,812.406,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,26,30,CNOT,219.494,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,26,30,CNOT,81.8708,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,26,30,CNOT,74.5723,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,27,30,CNOT,784.726,1/1000,AVX512
LightningOMPBinStream,CNOT,4,8,27,30,CNOT,215.528,1/1000,AVX512
LightningOMPBinStream,CNOT,16,8,27,30,CNOT,79.9949,1/1000,AVX512
LightningOMPBinStream,CNOT,32,8,27,30,CNOT,75.1548,1/1000,AVX512
LightningOMPBinStream,CNOT,1,8,28,30,CNOT,808.381,1/1000,AVX512
