sim,gate,omp,ctrl,tgt,qubits,gate_name,t_avg,t_ratio,kernel
LightningOMPBinStream,CNOT,1,15,8,30,CNOT,720.339,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,8,30,CNOT,196.208,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,8,30,CNOT,79.0162,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,8,30,CNOT,76.1868,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,9,30,CNOT,691.632,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,9,30,CNOT,189.418,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,9,30,CNOT,79.0032,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,9,30,CNOT,76.2254,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,10,30,CNOT,698.834,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,10,30,CNOT,189.065,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,10,30,CNOT,79.0794,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,10,30,CNOT,76.2309,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,11,30,CNOT,720.648,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,11,30,CNOT,192.339,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,11,30,CNOT,79.1168,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,11,30,CNOT,76.2326,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,12,30,CNOT,704.093,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,12,30,CNOT,191.872,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,12,30,CNOT,86.956,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,12,30,CNOT,81.4475,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,13,30,CNOT,737.229,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,13,30,CNOT,202.111,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,13,30,CNOT,87.1939,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,13,30,CNOT,83.8338,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,14,30,CNOT,737.65,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,14,30,CNOT,201.976,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,14,30,CNOT,87.3155,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,14,30,CNOT,82.5523,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,16,30,CNOT,689.612,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,16,30,CNOT,187.426,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,16,30,CNOT,77.5199,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,16,30,CNOT,74.4517,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,17,30,CNOT,724.073,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,17,30,CNOT,198.698,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,17,30,CNOT,86.5488,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,17,30,CNOT,81.7719,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,18,30,CNOT,692.184,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,18,30,CNOT,189.654,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,18,30,CNOT,79.66,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,18,30,CNOT,77.7346,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,19,30,CNOT,724.753,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,19,30,CNOT,193.961,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,19,30,CNOT,77.5362,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,19,30,CNOT,75.9782,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,20,30,CNOT,708.613,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,20,30,CNOT,193.079,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,20,30,CNOT,78.6201,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,20,30,CNOT,77.0742,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,21,30,CNOT,741.187,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,21,30,CNOT,197.968,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,21,30,CNOT,79.616,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,21,30,CNOT,76.951,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,22,30,CNOT,829.844,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,22,30,CNOT,222.417,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,22,30,CNOT,81.6107,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,22,30,CNOT,76.1625,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,23,30,CNOT,806.418,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,23,30,CNOT,217.981,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,23,30,CNOT,82.2452,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,23,30,CNOT,75.7347,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,24,30,CNOT,824.228,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,24,30,CNOT,224.633,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,24,30,CNOT,81.9401,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,24,30,CNOT,74.82,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,25,30,CNOT,834.047,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,25,30,CNOT,225.516,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,25,30,CNOT,81.8343,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,25,30,CNOT,74.6952,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,26,30,CNOT,817.619,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,26,30,CNOT,218.14,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,26,30,CNOT,81.8981,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,26,30,CNOT,74.7462,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,27,30,CNOT,786.229,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,27,30,CNOT,210.161,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,27,30,CNOT,80.2644,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,27,30,CNOT,75.2266,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,28,30,CNOT,816.039,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,28,30,CNOT,215.207,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,28,30,CNOT,83.2583,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,28,30,CNOT,74.4939,1/1000,AVX512
LightningOMPBinStream,CNOT,1,15,29,30,CNOT,816.146,1/1000,AVX512
LightningOMPBinStream,CNOT,4,15,29,30,CNOT,216.833,1/1000,AVX512
LightningOMPBinStream,CNOT,16,15,29,30,CNOT,83.1787,1/1000,AVX512
LightningOMPBinStream,CNOT,32,15,29,30,CNOT,74.5406,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,0,30,CNOT,695.729,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,0,30,CNOT,187.473,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,0,30,CNOT,78.9244,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,0,30,CNOT,76.0505,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,1,30,CNOT,693.381,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,1,30,CNOT,189.764,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,1,30,CNOT,79.7887,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,1,30,CNOT,76.1384,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,2,30,CNOT,695.667,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,2,30,CNOT,187.82,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,2,30,CNOT,79.3208,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,2,30,CNOT,76.271,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,3,30,CNOT,732.787,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,3,30,CNOT,189.167,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,3,30,CNOT,79.2866,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,3,30,CNOT,76.4238,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,4,30,CNOT,733.214,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,4,30,CNOT,189.026,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,4,30,CNOT,79.1959,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,4,30,CNOT,76.3024,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,5,30,CNOT,705.984,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,5,30,CNOT,187.752,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,5,30,CNOT,79.0434,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,5,30,CNOT,76.2636,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,6,30,CNOT,698.551,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,6,30,CNOT,189.067,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,6,30,CNOT,79.1259,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,6,30,CNOT,76.1965,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,7,30,CNOT,695.261,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,7,30,CNOT,187.627,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,7,30,CNOT,78.9331,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,7,30,CNOT,76.2475,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,8,30,CNOT,697.704,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,8,30,CNOT,187.647,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,8,30,CNOT,79.1323,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,8,30,CNOT,76.2191,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,9,30,CNOT,733.339,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,9,30,CNOT,188.874,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,9,30,CNOT,79.0396,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,9,30,CNOT,76.2607,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,10,30,CNOT,699.3,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,10,30,CNOT,188.83,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,10,30,CNOT,79.224,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,10,30,CNOT,76.2494,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,11,30,CNOT,733.799,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,11,30,CNOT,188.779,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,11,30,CNOT,79.3408,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,11,30,CNOT,76.256,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,12,30,CNOT,706.052,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,12,30,CNOT,203.491,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,12,30,CNOT,87.0463,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,12,30,CNOT,76.2495,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,13,30,CNOT,738.348,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,13,30,CNOT,198.94,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,13,30,CNOT,87.2533,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,13,30,CNOT,82.6855,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,14,30,CNOT,761.825,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,14,30,CNOT,197.68,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,14,30,CNOT,87.4374,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,14,30,CNOT,82.4838,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,15,30,CNOT,738.4,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,15,30,CNOT,199.247,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,15,30,CNOT,87.0803,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,15,30,CNOT,82.6172,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,17,30,CNOT,738.467,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,17,30,CNOT,203.292,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,17,30,CNOT,86.6079,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,17,30,CNOT,81.7831,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,18,30,CNOT,706.301,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,18,30,CNOT,189.533,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,18,30,CNOT,79.5385,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,18,30,CNOT,77.7396,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,19,30,CNOT,737.49,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,19,30,CNOT,190.443,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,19,30,CNOT,77.5055,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,19,30,CNOT,75.9833,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,20,30,CNOT,715.48,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,20,30,CNOT,191.155,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,20,30,CNOT,78.4751,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,20,30,CNOT,77.39,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,21,30,CNOT,719.51,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,21,30,CNOT,194.523,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,21,30,CNOT,79.6287,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,21,30,CNOT,77.0604,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,22,30,CNOT,835.632,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,22,30,CNOT,219.748,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,22,30,CNOT,81.9769,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,22,30,CNOT,76.3093,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,23,30,CNOT,842.739,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,23,30,CNOT,217.082,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,23,30,CNOT,82.5317,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,23,30,CNOT,75.7337,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,24,30,CNOT,850.943,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,24,30,CNOT,221.255,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,24,30,CNOT,82.3751,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,24,30,CNOT,74.7523,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,25,30,CNOT,868.829,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,25,30,CNOT,226.374,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,25,30,CNOT,81.8946,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,25,30,CNOT,74.7047,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,26,30,CNOT,823.832,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,26,30,CNOT,216.909,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,26,30,CNOT,81.9461,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,26,30,CNOT,74.7825,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,27,30,CNOT,784.678,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,27,30,CNOT,208.805,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,27,30,CNOT,80.3493,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,27,30,CNOT,75.3434,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,28,30,CNOT,810.414,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,28,30,CNOT,215.387,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,28,30,CNOT,83.2375,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,28,30,CNOT,74.4539,1/1000,AVX512
LightningOMPBinStream,CNOT,1,16,29,30,CNOT,844.826,1/1000,AVX512
LightningOMPBinStream,CNOT,4,16,29,30,CNOT,215.8,1/1000,AVX512
LightningOMPBinStream,CNOT,16,16,29,30,CNOT,83.6076,1/1000,AVX512
LightningOMPBinStream,CNOT,32,16,29,30,CNOT,74.4881,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,0,30,CNOT,734.813,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,0,30,CNOT,189.578,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,0,30,CNOT,79.844,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,0,30,CNOT,76.2656,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,1,30,CNOT,736.78,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,1,30,CNOT,188.488,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,1,30,CNOT,79.4108,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,1,30,CNOT,76.3953,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,2,30,CNOT,721.597,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,2,30,CNOT,188.458,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,2,30,CNOT,79.4207,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,2,30,CNOT,76.4699,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,3,30,CNOT,700.48,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,3,30,CNOT,188.161,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,3,30,CNOT,79.3284,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,3,30,CNOT,76.4877,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,4,30,CNOT,721.032,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,4,30,CNOT,189.897,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,4,30,CNOT,79.608,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,4,30,CNOT,76.4768,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,5,30,CNOT,733.277,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,5,30,CNOT,188.321,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,5,30,CNOT,79.3676,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,5,30,CNOT,76.4958,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,6,30,CNOT,708.195,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,6,30,CNOT,188.237,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,6,30,CNOT,79.4171,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,6,30,CNOT,76.4495,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,7,30,CNOT,707.939,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,7,30,CNOT,188.089,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,7,30,CNOT,79.45,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,7,30,CNOT,76.4455,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,8,30,CNOT,723.765,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,8,30,CNOT,188.275,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,8,30,CNOT,79.534,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,8,30,CNOT,76.4749,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,9,30,CNOT,735.009,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,9,30,CNOT,188.409,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,9,30,CNOT,79.3702,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,9,30,CNOT,76.4799,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,10,30,CNOT,708.006,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,10,30,CNOT,188.317,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,10,30,CNOT,79.5412,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,10,30,CNOT,76.4634,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,11,30,CNOT,697.7,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,11,30,CNOT,194.999,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,11,30,CNOT,79.4258,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,11,30,CNOT,76.4836,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,12,30,CNOT,739.784,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,12,30,CNOT,189.565,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,12,30,CNOT,79.4106,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,12,30,CNOT,82.8054,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,13,30,CNOT,733.413,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,13,30,CNOT,198.513,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,13,30,CNOT,88.0493,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,13,30,CNOT,83.0116,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,14,30,CNOT,755.985,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,14,30,CNOT,198.326,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,14,30,CNOT,87.7143,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,14,30,CNOT,82.851,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,15,30,CNOT,740.262,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,15,30,CNOT,198.587,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,15,30,CNOT,87.5305,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,15,30,CNOT,82.9406,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,16,30,CNOT,733.642,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,16,30,CNOT,187.732,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,16,30,CNOT,77.7617,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,16,30,CNOT,74.6622,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,18,30,CNOT,701.726,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,18,30,CNOT,188.58,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,18,30,CNOT,80.0345,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,18,30,CNOT,78.147,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,19,30,CNOT,739.254,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,19,30,CNOT,196.668,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,19,30,CNOT,77.7045,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,19,30,CNOT,76.2306,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,20,30,CNOT,713.519,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,20,30,CNOT,193.209,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,20,30,CNOT,79.1192,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,20,30,CNOT,77.2234,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,21,30,CNOT,728.993,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,21,30,CNOT,193.496,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,21,30,CNOT,79.9389,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,21,30,CNOT,77.1594,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,22,30,CNOT,846.422,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,22,30,CNOT,219.96,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,22,30,CNOT,81.9896,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,22,30,CNOT,76.6553,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,23,30,CNOT,846.891,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,23,30,CNOT,216.248,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,23,30,CNOT,82.4803,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,23,30,CNOT,75.9933,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,24,30,CNOT,865.841,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,24,30,CNOT,220.631,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,24,30,CNOT,82.2985,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,24,30,CNOT,75.0053,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,25,30,CNOT,835.515,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,25,30,CNOT,222.539,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,25,30,CNOT,82.174,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,25,30,CNOT,74.9682,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,26,30,CNOT,824.602,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,26,30,CNOT,217.371,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,26,30,CNOT,82.3006,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,26,30,CNOT,75.1276,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,27,30,CNOT,787.959,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,27,30,CNOT,209.784,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,27,30,CNOT,80.7719,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,27,30,CNOT,75.6082,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,28,30,CNOT,833.068,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,28,30,CNOT,215.783,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,28,30,CNOT,83.5719,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,28,30,CNOT,74.8685,1/1000,AVX512
LightningOMPBinStream,CNOT,1,17,29,30,CNOT,846.174,1/1000,AVX512
LightningOMPBinStream,CNOT,4,17,29,30,CNOT,215.828,1/1000,AVX512
LightningOMPBinStream,CNOT,16,17,29,30,CNOT,83.5888,1/1000,AVX512
LightningOMPBinStream,CNOT,32,17,29,30,CNOT,74.7644,1/1000,AVX512
LightningOMPBinStream,CNOT,1,18,0,30,CNOT,725.924,1/1000,AVX512
LightningOMPBinStream,CNOT,4,18,0,30,CNOT,190.806,1/1000,AVX512
LightningOMPBinStream,CNOT,16,18,0,30,CNOT,81.0067,1/1000,AVX512
LightningOMPBinStream,CNOT,32,18,0,30,CNOT,77.801,1/1000,AVX512
LightningOMPBinStream,CNOT,1,18,1,30,CNOT,705.867,1/1000,AVX512
