H2, STO-3G, 4, 15, 0.0349565448705107
HeH+, STO-3G, 4, 27, 0.0522716969717294
H3+, STO-3G, 6, 66, 0.12660322105512023
He2, 6-31G, 8, 181, 0.38124756049364805
H2, 6-31G, 8, 185, 0.39791597006842494
LiH, STO-3G, 12, 631, 1.8902587259653956
H3+, 6-31G, 12, 1403, 3.8502527389209718
BeH2, STO-3G, 14, 666, 2.6758051812648773
H2O, STO-3G, 14, 1086, 3.890124403638765
H2, CC-PVDZ, 20, 2951, 66.75932562095113
C2H2, STO-3G, 24, 6401, 11443.840623248834
