H2, STO-3G, 4, 15, 0.04806135641410947
HeH+, STO-3G, 4, 27, 0.06163151119835675
H3+, STO-3G, 6, 66, 0.205085659166798
He2, 6-31G, 8, 181, 0.5185404291842133
H2, 6-31G, 8, 185, 0.560495617100969
LiH, STO-3G, 12, 631, 2.224534269189462
H3+, 6-31G, 12, 1403, 5.074191597057506
BeH2, STO-3G, 14, 666, 2.983686230611056
H2O, STO-3G, 14, 1086, 4.536488451063633
H2, CC-PVDZ, 20, 2951, 65.08768359548412
