H2, STO-3G, 4, 15, 0.028225735994055867
HeH+, STO-3G, 4, 27, 0.04071678686887026
H3+, STO-3G, 6, 66, 0.09189909650012851
He2, 6-31G, 8, 181, 0.30088725220412016
H2, 6-31G, 8, 185, 0.2682435812894255
LiH, STO-3G, 12, 631, 1.7001257562078536
H3+, 6-31G, 12, 1403, 4.051692870212719
BeH2, STO-3G, 14, 666, 2.8499014500994235
H2O, STO-3G, 14, 1086, 3.8612057270947844
H2, CC-PVDZ, 20, 2951, 162.20428879442625
C2H2, STO-3G, 24, 6401, 21757.25916455034
