H2, STO-3G, 4, 15, 0.03184928372502327
HeH+, STO-3G, 4, 27, 0.04607540997676551
H3+, STO-3G, 6, 66, 0.11835717339999974
He2, 6-31G, 8, 181, 0.3060189161915332
H2, 6-31G, 8, 185, 0.3055795133113861
LiH, STO-3G, 12, 631, 1.6002055287826806
H3+, 6-31G, 12, 1403, 3.467611195752397
BeH2, STO-3G, 14, 666, 2.2239944606553763
H2O, STO-3G, 14, 1086, 3.589258483843878
H2, CC-PVDZ, 20, 2951, 97.94089762750082
C2H2, STO-3G, 24, 6401, 12853.062790748663
