H2, STO-3G, 4, 15, 0.042334455996751785
HeH+, STO-3G, 4, 27, 0.06511110486462712
H3+, STO-3G, 6, 66, 0.18029288481920958
He2, 6-31G, 8, 181, 0.5675110351294279
H2, 6-31G, 8, 185, 0.6319264224730432
LiH, STO-3G, 12, 631, 3.274013320915401
H3+, 6-31G, 12, 1403, 5.2020306582562625
BeH2, STO-3G, 14, 666, 3.579725378425792
H2O, STO-3G, 14, 1086, 5.096092403167859
H2, CC-PVDZ, 20, 2951, 63.72966020274907
C2H2, STO-3G, 24, 6401, 9681.365341979545
