H2, STO-3G, 4, 15, 0.021020508371293545
HeH+, STO-3G, 4, 27, 0.026765740010887384
H3+, STO-3G, 6, 66, 0.05335961515083909
He2, 6-31G, 8, 181, 0.14312633033841848
H2, 6-31G, 8, 185, 0.14170898427255452
LiH, STO-3G, 12, 631, 0.9081420227885246
H3+, 6-31G, 12, 1403, 2.002782721305266
BeH2, STO-3G, 14, 666, 2.4943498512730002
H2O, STO-3G, 14, 1086, 3.7893664105795324
H2, CC-PVDZ, 20, 2951, 611.6247471435927
C2H2, STO-3G, 24, 6401, 43861.67578119086
