H2, STO-3G, 4, 15, 0.041822615545243025
HeH+, STO-3G, 4, 27, 0.06046938709914684
H3+, STO-3G, 6, 66, 0.13107263878919184
He2, 6-31G, 8, 181, 0.36147479503415525
H2, 6-31G, 8, 185, 0.355341111542657
LiH, STO-3G, 12, 631, 1.382889855420217
H3+, 6-31G, 12, 1403, 2.9308000199962407
BeH2, STO-3G, 14, 666, 1.6907012907322496
H2O, STO-3G, 14, 1086, 2.539892803411931
H2, CC-PVDZ, 20, 2951, 50.57964466023259
C2H2, STO-3G, 24, 6401, 895.3559815010522
