exec_method,slurm_job_id,num_wires,num_cut_circuits,num_params,cut_time,num_nodes,num_gpus,frag_exec_time,post_proc_t,output_val
BATCHED,21839189,79,45711,1453,72.37989782198565,16,64,2279.5793118580186,0.44051269500050694,1.3431842959189145e-11
BATCHED,21839148,79,45711,1453,72.19663171493448,1,4,19389.949396685,0.506361966021359,1.3431897067187119e-11
BATCHED,21839169,79,45711,1453,71.94061659905128,2,8,13146.088884275989,0.47097743407357484,1.3431838119826224e-11
BATCHED,21839194,79,45711,1453,72.6697029049974,32,128,1148.0426705850114,0.4491242619988043,1.3431771091834019e-11
BATCHED,21839175,79,45711,1453,72.66314732702449,4,16,9084.256965409033,0.47539940010756254,1.3431838119826224e-11
BATCHED,21839198,79,45711,1453,72.6494960889977,64,256,580.716169827996,0.45631540700560436,1.3431767026076193e-11
BATCHED,21839182,79,45711,1453,72.3482363249932,8,32,4554.285201434977,0.4735078220255673,1.3431852493378368e-11
