H2, STO-3G, 4, 15, 0.03447010205127299
HeH+, STO-3G, 4, 27, 0.03870191122405231
H3+, STO-3G, 6, 66, 0.06396006979048252
He2, 6-31G, 8, 181, 0.13626584992744029
H2, 6-31G, 8, 185, 0.12392842420376837
LiH, STO-3G, 12, 631, 0.5409429867286235
H3+, 6-31G, 12, 1403, 1.0099588688462973
BeH2, STO-3G, 14, 666, 1.139195403084159
H2O, STO-3G, 14, 1086, 1.2685209275223315
H2, CC-PVDZ, 20, 2951, 74.99467894621193
C2H2, STO-3G, 24, 6401, 8494.335041230079
