H2, STO-3G, 4, 15, 0.02168799750506878
HeH+, STO-3G, 4, 27, 0.026003776816651225
H3+, STO-3G, 6, 66, 0.047007109969854355
He2, 6-31G, 8, 181, 0.11468897480517626
H2, 6-31G, 8, 185, 0.10947208222933114
LiH, STO-3G, 12, 631, 0.5151123367249966
H3+, 6-31G, 12, 1403, 0.9943229933269322
BeH2, STO-3G, 14, 666, 1.1576296049170196
H2O, STO-3G, 14, 1086, 1.2871633630711585
H2, CC-PVDZ, 20, 2951, 68.13815181772225
C2H2, STO-3G, 24, 6401, 8587.74058121955
