H2, STO-3G, 4, 15, 0.0190783878788352
HeH+, STO-3G, 4, 27, 0.02304953197017312
H3+, STO-3G, 6, 66, 0.04312742594629526
He2, 6-31G, 8, 181, 0.1125874079298228
H2, 6-31G, 8, 185, 0.10910825082100928
LiH, STO-3G, 12, 631, 0.5555379218421876
H3+, 6-31G, 12, 1403, 1.1180431260727346
BeH2, STO-3G, 14, 666, 1.317179058212787
H2O, STO-3G, 14, 1086, 1.5729058892466128
H2, CC-PVDZ, 20, 2951, 157.9622127499897
C2H2, STO-3G, 24, 6401, 12294.566930069122
