H2, STO-3G, 4, 15, 0.01864773826673627
HeH+, STO-3G, 4, 27, 0.022346558747813106
H3+, STO-3G, 6, 66, 0.041610182262957096
He2, 6-31G, 8, 181, 0.10761776007711887
H2, 6-31G, 8, 185, 0.10472354129888117
LiH, STO-3G, 12, 631, 0.5990087743848562
H3+, 6-31G, 12, 1403, 1.22626951825805
BeH2, STO-3G, 14, 666, 1.6143574928864837
H2O, STO-3G, 14, 1086, 2.159938762197271
H2, CC-PVDZ, 20, 2951, 250.48967303545214
C2H2, STO-3G, 24, 6401, 19772.51502647996
