H2, STO-3G, 4, 15, 0.10401169024407864
HeH+, STO-3G, 4, 27, 0.1562482889275998
H3+, STO-3G, 6, 66, 0.3157857512123883
He2, 6-31G, 8, 181, 0.7637550011277199
H2, 6-31G, 8, 185, 0.7700048207771033
LiH, STO-3G, 12, 631, 3.190931294579059
H3+, 6-31G, 12, 1403, 6.1674236233811826
BeH2, STO-3G, 14, 666, 4.251472892006859
H2O, STO-3G, 14, 1086, 6.8391600786708295
H2, CC-PVDZ, 20, 2951, 55.93839322892018
C2H2, STO-3G, 24, 6401, 902.7628728407435
